query,name,google_id,place_id,location_link,reviews_link,reviews,rating,review_id,review_pagination_id,author_link,author_title,author_id,author_image,review_text,review_img_url,review_img_urls,review_questions,review_photo_ids,owner_answer,owner_answer_timestamp,owner_answer_timestamp_datetime_utc,review_link,review_rating,review_timestamp,review_datetime_utc,review_likes,reviews_id,reviews_per_score_1,reviews_per_score_2,reviews_per_score_3,reviews_per_score_4,reviews_per_score_5
ChIJOVCiih9BiEgRDFplzO_7bOM,South Lanarkshire Lifestyle Eastfield,0x4888411f8aa25039:0xe36cfbefcc655a0c,ChIJOVCiih9BiEgRDFplzO_7bOM,"https://www.google.com/maps/place/South+Lanarkshire+Lifestyle+Eastfield/@55.8230499,-4.1864807,14z/data=!4m8!1m2!2m1!1sSouth+Lanarkshire+Lifestyle+Eastfield!3m4!1s0x4888411f8aa25039:0xe36cfbefcc655a0c!8m2!3d55.8230499!4d-4.1864807",,217,4.1,ChdDSUhNMG9nS0VJQ0FnSURwMnNyRTVBRRAB,CAESBkVnSUlBUQ==,https://www.google.com/maps/contrib/108528621631301258128?hl=en-US,Lee Donnelly,108528621631301258128,https://lh3.googleusercontent.com/a/ACg8ocLBw6qpXkZaqgjr_ndvSGVi-sBYtLW_nIsGcKGKouZs=s120-c-rp-mo-br100,"Visited today for a swim with my 3 kids. Changing rooms were filthy, and mould in places obviously from stagnant water. Used plasters on the floor in 2 of the cubicles and hair everywhere.
Showers were so hot next to the pool that it was not safe to shower with the 2 youngest. The in cubical showers had a better temperature, but the water trickled out meaning it took ages to wash out shampoo.
The place needs a deep clean and restrictions on numbers allowed in when over half the pool is shut off for lessons. Staff looked like they didn’t want to be there. Not a great venue with these points in mind.",,,,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURwMnNyRTVBRRAB!2m1!1s0x0:0xe36cfbefcc655a0c!3m1!1s2@1:CIHM0ogKEICAgIDp2srE5AE%7CCgwIoOGHpwYQ0Pi1swE%7C?hl=en-US,2,1692528800,08/20/2023 10:53:20,0,-2058993922270209524,15,13,19,62,108
ChIJOVCiih9BiEgRDFplzO_7bOM,South Lanarkshire Lifestyle Eastfield,0x4888411f8aa25039:0xe36cfbefcc655a0c,ChIJOVCiih9BiEgRDFplzO_7bOM,"https://www.google.com/maps/place/South+Lanarkshire+Lifestyle+Eastfield/@55.8230499,-4.1864807,14z/data=!4m8!1m2!2m1!1sSouth+Lanarkshire+Lifestyle+Eastfield!3m4!1s0x4888411f8aa25039:0xe36cfbefcc655a0c!8m2!3d55.8230499!4d-4.1864807",,217,4.1,ChdDSUhNMG9nS0VJQ0FnSURSbFBIWDdnRRAB,CAESBkVnSUlBZw==,https://www.google.com/maps/contrib/107390484804228042123?hl=en-US,Chilli Palmer,107390484804228042123,https://lh3.googleusercontent.com/a-/ALV-UjV-WBCJIJdl2jmcUy6Uu5oLQ0X9kFhrs_ynU_pAE1PbZ25n=s120-c-rp-mo-ba3-br100,"Great wee gym, but is a wee bit too small and some of the exercise bikes, rowing machines and treadmills are out of order. It really needs new modern exercise equipment, but councils are on a budget. The gym itself is clean and tidy and the staff are very helpful and polite. In addition to the gym there is also a swimming pool, sauna and steam room and they are as good as anything I’ve used elsewhere. Very clean and tidy and of a decent size too.

The whole centre is clean and tidy, staff are brilliant, extremely professional and I would highly recommend these facilities to anyone in the South Lanarkshire area. If they upgrade the equipment, which is constrained by budgets, then I would happily give the centre a full 5 stars.",,,,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURSbFBIWDdnRRAB!2m1!1s0x0:0xe36cfbefcc655a0c!3m1!1s2@1:CIHM0ogKEICAgIDRlPHX7gE%7CCgwIuez6oQYQgNLIyAI%7C?hl=en-US,3,1681831481,04/18/2023 15:24:41,2,-2058993922270209524,15,13,19,62,108
ChIJOVCiih9BiEgRDFplzO_7bOM,South Lanarkshire Lifestyle Eastfield,0x4888411f8aa25039:0xe36cfbefcc655a0c,ChIJOVCiih9BiEgRDFplzO_7bOM,"https://www.google.com/maps/place/South+Lanarkshire+Lifestyle+Eastfield/@55.8230499,-4.1864807,14z/data=!4m8!1m2!2m1!1sSouth+Lanarkshire+Lifestyle+Eastfield!3m4!1s0x4888411f8aa25039:0xe36cfbefcc655a0c!8m2!3d55.8230499!4d-4.1864807",,217,4.1,ChZDSUhNMG9nS0VJQ0FnSUR4MlltYlJ3EAE,CAESBkVnSUlBdw==,https://www.google.com/maps/contrib/114507733884048601249?hl=en-US,Niall MacDonald,114507733884048601249,https://lh3.googleusercontent.com/a/ACg8ocIUW1UhfEgUC09lCMlfyHUSBaL4hjXecB_tnl_egIVP=s120-c-rp-mo-br100,"Alright equipment but there's too many people in such a small area, far to many school kids. The gym needs air conditioning asap, it's just far too warm in the gym as well as how many people there is. Another downside to this place is the swimming, you are never able to get a slot to go swimming because of how many lessons there are. Personally if you can, you should go to the dollan baths in east Kilbride because how much better the place is.",,,,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUR4MlltYlJ3EAE!2m1!1s0x0:0xe36cfbefcc655a0c!3m1!1s2@1:CIHM0ogKEICAgIDx2YmbRw%7CCgwI-K2XpAYQ6JTe8gI%7C?hl=en-US,2,1686492920,06/11/2023 14:15:20,1,-2058993922270209524,15,13,19,62,108
ChIJOVCiih9BiEgRDFplzO_7bOM,South Lanarkshire Lifestyle Eastfield,0x4888411f8aa25039:0xe36cfbefcc655a0c,ChIJOVCiih9BiEgRDFplzO_7bOM,"https://www.google.com/maps/place/South+Lanarkshire+Lifestyle+Eastfield/@55.8230499,-4.1864807,14z/data=!4m8!1m2!2m1!1sSouth+Lanarkshire+Lifestyle+Eastfield!3m4!1s0x4888411f8aa25039:0xe36cfbefcc655a0c!8m2!3d55.8230499!4d-4.1864807",,217,4.1,ChZDSUhNMG9nS0VJQ0FnSUNKd2VxdEtBEAE,CAESBkVnSUlCQQ==,https://www.google.com/maps/contrib/116272712453989971552?hl=en-US,colin gray,116272712453989971552,https://lh3.googleusercontent.com/a/ACg8ocI1M_2USPL3XL-DuGKojPvk9eXfXGKMsfS4u4dxxFWN=s120-c-rp-mo-br100,"Unaware ladies aquafit on this morning,absolutely no problem with that,however,would like to have been notified beforehand,as unable to complete any lengths! Is this now a regular booking?",,,,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNKd2VxdEtBEAE!2m1!1s0x0:0xe36cfbefcc655a0c!3m1!1s2@1:CIHM0ogKEICAgICJweqtKA%7CCgsI-NGPqQYQqLelHw%7C?hl=en-US,3,1696852216,10/09/2023 11:50:16,0,-2058993922270209524,15,13,19,62,108
ChIJOVCiih9BiEgRDFplzO_7bOM,South Lanarkshire Lifestyle Eastfield,0x4888411f8aa25039:0xe36cfbefcc655a0c,ChIJOVCiih9BiEgRDFplzO_7bOM,"https://www.google.com/maps/place/South+Lanarkshire+Lifestyle+Eastfield/@55.8230499,-4.1864807,14z/data=!4m8!1m2!2m1!1sSouth+Lanarkshire+Lifestyle+Eastfield!3m4!1s0x4888411f8aa25039:0xe36cfbefcc655a0c!8m2!3d55.8230499!4d-4.1864807",,217,4.1,ChdDSUhNMG9nS0VJQ0FnSURKMk5QV193RRAB,CAESBkVnSUlCUQ==,https://www.google.com/maps/contrib/114408917553667215282?hl=en-US,Stephen,114408917553667215282,https://lh3.googleusercontent.com/a/ACg8ocJE5Py5X-N10Sx5TEJeOt_rA6xVK1SJ9VtVZzRzZVmq=s120-c-rp-mo-br100,"Excellent facility staffed by friendly people who cannot do enough to help. Pool, Gym very good, only issue which can be annoying is the constant restrictions in the pool.",,,,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURKMk5QV193RRAB!2m1!1s0x0:0xe36cfbefcc655a0c!3m1!1s2@1:CIHM0ogKEICAgIDJ2NPW_wE%7CCgwIyZmwpQYQ2LvRmQE%7C?hl=en-US,4,1688997065,07/10/2023 13:51:05,0,-2058993922270209524,15,13,19,62,108
ChIJOVCiih9BiEgRDFplzO_7bOM,South Lanarkshire Lifestyle Eastfield,0x4888411f8aa25039:0xe36cfbefcc655a0c,ChIJOVCiih9BiEgRDFplzO_7bOM,"https://www.google.com/maps/place/South+Lanarkshire+Lifestyle+Eastfield/@55.8230499,-4.1864807,14z/data=!4m8!1m2!2m1!1sSouth+Lanarkshire+Lifestyle+Eastfield!3m4!1s0x4888411f8aa25039:0xe36cfbefcc655a0c!8m2!3d55.8230499!4d-4.1864807",,217,4.1,ChdDSUhNMG9nS0VJQ0FnSUNod01YTGxBRRAB,CAESBkVnSUlCZw==,https://www.google.com/maps/contrib/103337623071157851200?hl=en-US,Carolann Thomas,103337623071157851200,https://lh3.googleusercontent.com/a-/ALV-UjX06luaX013GG1aO1_mRHtzY_fGqO3k-TPk7YMTmrkx4wE=s120-c-rp-mo-br100,"My oldest son attended swimming lessons here and now my youngest does (10 year age gap). Staff are all absolutely fantastic and the place is very clean and very well ran. My kids have loved their lessons here and I have enjoyed taking them. Only issue I have had is parents reserving changing rooms and recently to my surprise, some reserving showers! for their kids finishing their lessons which is very selfish behaviour. When the staff are notified they are very quick and professional to stop this behaviour. Apart from this, the place is brilliant and I highly recommended it.",,,,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNod01YTGxBRRAB!2m1!1s0x0:0xe36cfbefcc655a0c!3m1!1s2@1:CIHM0ogKEICAgIChwMXLlAE%7CCgwI_rDungYQuJydzgM%7C?hl=en-US,5,1675335806,02/02/2023 11:03:26,1,-2058993922270209524,15,13,19,62,108
ChIJOVCiih9BiEgRDFplzO_7bOM,South Lanarkshire Lifestyle Eastfield,0x4888411f8aa25039:0xe36cfbefcc655a0c,ChIJOVCiih9BiEgRDFplzO_7bOM,"https://www.google.com/maps/place/South+Lanarkshire+Lifestyle+Eastfield/@55.8230499,-4.1864807,14z/data=!4m8!1m2!2m1!1sSouth+Lanarkshire+Lifestyle+Eastfield!3m4!1s0x4888411f8aa25039:0xe36cfbefcc655a0c!8m2!3d55.8230499!4d-4.1864807",,217,4.1,ChZDSUhNMG9nS0VJQ0FnSUNSN3ZqUkZBEAE,CAESBkVnSUlCdw==,https://www.google.com/maps/contrib/113832764685632100314?hl=en-US,P,113832764685632100314,https://lh3.googleusercontent.com/a/ACg8ocJIsY1KzmjmMlmvwmY_--YGAtzbNtj21bJ1JadIH0Lc=s120-c-rp-mo-br100,"Decent gym but the opening hours aren't great. The last hour open, pre CV-19, was always fairly relaxed but now it's pretty rammed - as one poster comments, more school kids hanging around the machines makes it a less enjoyable experience than before",,,,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNSN3ZqUkZBEAE!2m1!1s0x0:0xe36cfbefcc655a0c!3m1!1s2@1:CIHM0ogKEICAgICR7vjRFA%7CCgwI49WloQYQqMGAvQM%7C?hl=en-US,3,1680435939,04/02/2023 11:45:39,2,-2058993922270209524,15,13,19,62,108
ChIJOVCiih9BiEgRDFplzO_7bOM,South Lanarkshire Lifestyle Eastfield,0x4888411f8aa25039:0xe36cfbefcc655a0c,ChIJOVCiih9BiEgRDFplzO_7bOM,"https://www.google.com/maps/place/South+Lanarkshire+Lifestyle+Eastfield/@55.8230499,-4.1864807,14z/data=!4m8!1m2!2m1!1sSouth+Lanarkshire+Lifestyle+Eastfield!3m4!1s0x4888411f8aa25039:0xe36cfbefcc655a0c!8m2!3d55.8230499!4d-4.1864807",,217,4.1,ChZDSUhNMG9nS0VJQ0FnSUR4MmNHWkxBEAE,CAESBkVnSUlDQQ==,https://www.google.com/maps/contrib/110734855103384021215?hl=en-US,0Deee,110734855103384021215,https://lh3.googleusercontent.com/a-/ALV-UjVEaqCiP-F6OT0z1junViHgYZRV55VLbPlFS2Y3b0cqgg4=s120-c-rp-mo-br100,"Alright gym, needs new equipment and is in DESPRATE need in Air conditioning. Either to hot and unable to work out or really unbearabley stuffy",,,,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUR4MmNHWkxBEAE!2m1!1s0x0:0xe36cfbefcc655a0c!3m1!1s2@1:CIHM0ogKEICAgIDx2cGZLA%7CCgwIoKmXpAYQ0KPu4QE%7C?hl=en-US,2,1686492320,06/11/2023 14:05:20,0,-2058993922270209524,15,13,19,62,108
ChIJOVCiih9BiEgRDFplzO_7bOM,South Lanarkshire Lifestyle Eastfield,0x4888411f8aa25039:0xe36cfbefcc655a0c,ChIJOVCiih9BiEgRDFplzO_7bOM,"https://www.google.com/maps/place/South+Lanarkshire+Lifestyle+Eastfield/@55.8230499,-4.1864807,14z/data=!4m8!1m2!2m1!1sSouth+Lanarkshire+Lifestyle+Eastfield!3m4!1s0x4888411f8aa25039:0xe36cfbefcc655a0c!8m2!3d55.8230499!4d-4.1864807",,217,4.1,ChZDSUhNMG9nS0VJQ0FnSUNoZ3B5REl3EAE,CAESBkVnSUlDUQ==,https://www.google.com/maps/contrib/104384589708056406551?hl=en-US,Martin O'Hara,104384589708056406551,https://lh3.googleusercontent.com/a/ACg8ocIhSZymGLP6y5iOjaYkUeubiGBseOo3I3SXMYVyWnIe=s120-c-rp-mo-br100,"Pool, lockers and changing room really in need of refreshment. Water at the poolside pools in uneven tiles causing stagnant water and mold. All the machines in the gym look second hand and all different brands, generally 3 out of service. Only 3 or 4 kettlebells on offer and no slam balls. The gym is often full of kids pranking each other or stomping on the treadmills.

If you attend a class later on and put stuff in changing room, expect them to be locked and you'll get moaned at for using them after 8pm.

It's convenient but I must say the class and yoga instructors are fab, can't fault them its the environment and equipment that's poor.",,,,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNoZ3B5REl3EAE!2m1!1s0x0:0xe36cfbefcc655a0c!3m1!1s2@1:CIHM0ogKEICAgIChgpyDIw%7CCgsIteKNnwYQ0NC-bw%7C?hl=en-US,2,1675850037,02/08/2023 09:53:57,1,-2058993922270209524,15,13,19,62,108
ChIJOVCiih9BiEgRDFplzO_7bOM,South Lanarkshire Lifestyle Eastfield,0x4888411f8aa25039:0xe36cfbefcc655a0c,ChIJOVCiih9BiEgRDFplzO_7bOM,"https://www.google.com/maps/place/South+Lanarkshire+Lifestyle+Eastfield/@55.8230499,-4.1864807,14z/data=!4m8!1m2!2m1!1sSouth+Lanarkshire+Lifestyle+Eastfield!3m4!1s0x4888411f8aa25039:0xe36cfbefcc655a0c!8m2!3d55.8230499!4d-4.1864807",,217,4.1,ChZDSUhNMG9nS0VJQ0FnSUN4N0p6elp3EAE,CAESBkVnSUlDZw==,https://www.google.com/maps/contrib/108215853257382376139?hl=en-US,Gerald Gorman,108215853257382376139,https://lh3.googleusercontent.com/a-/ALV-UjW1LXoDHK6w-Wis0nhzEpxJ5wnhdMaaueW8Y-xWlAJXunOI=s120-c-rp-mo-ba5-br100,"Good value for money, use of the gym, swimming pool with sauna room included for a monthly fee around £23.",,,,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN4N0p6elp3EAE!2m1!1s0x0:0xe36cfbefcc655a0c!3m1!1s2@1:CIHM0ogKEICAgICx7JzzZw%7CCgwI3PX4ogYQyK_12QE%7C?hl=en-US,4,1683897052,05/12/2023 13:10:52,0,-2058993922270209524,15,13,19,62,108
